Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,FantPos,FantPt,Height (inches),Weight,College,College wins,College losses,DOB,Draft Round,Draft Year,Month_of_Birth
1999,Rocket Ismail,30,Elizabeth,NJ,DAL,16,14,0,0,0,0,0,13,110,8.46,1,80,1097,13.71,6,WR,163,71,180,Notre Dame,112,74,18-11-1969,4,1991,11
1999,Ryan Neufeld,24,Morgan Hill,CA,DAL,6,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,76,250,UCLA,100,88,22-11-1975,0,0,11
1999,Sherman Williams,26,Mobile,AL,DAL,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,68,198,Alabama,114,58,13-08-1973,2,1995,8
1999,Tim Lester,31,Miami,FL,DAL,5,1,0,0,0,0,0,0,0,,0,2,9,4.5,0,RB,1,70,233,East. Kentucky,#N/A,#N/A,15-06-1968,10,0,6
1999,Troy Aikman,33,West Covina,CA,DAL,14,14,263,442,2964,17,12,21,10,0.48,1,0,0,,0,QB,170,76,219,Oklahoma,160,39,21-11-1966,1,0,11
1999,Wane McGarity,23,San Antonio,TX,DAL,5,1,0,0,0,0,0,0,0,,0,7,70,10,0,WR,7,68,197,Texas,149,45,30-09-1976,4,1999,9
1999,Andre Cooper,24,Camden,SC,DEN,10,1,0,0,0,0,0,0,0,,0,9,98,10.89,0,WR,10,74,210,Florida St.,130,54,21-06-1975,0,0,6
1999,Anthony Lynn,31,McKinney,TX,DEN,16,0,0,0,0,0,0,2,2,1,0,0,0,,0,RB,,75,230,Texas Tech,120,70,21-12-1968,0,0,12
1999,Billy Miller,22,Los Angeles,CA,DEN,10,0,0,0,0,0,0,0,0,,0,5,59,11.8,0,TE,6,75,245,USC,129,49,24-04-1977,7,1999,4
1999,Brian Griese,24,Miami,FL,DEN,14,13,261,452,3032,14,14,46,138,3,2,0,0,,0,QB,175,75,215,Michigan,124,64,18-03-1975,3,1998,3
1999,Bubby Brister,37,Alexandria,LA,DEN,2,0,12,20,87,0,3,2,17,8.5,0,0,0,,0,QB,-1,75,205,Tulane,60,119,15-08-1962,3,0,8
1999,Byron Chamberlain,28,Honolulu,HI,DEN,16,0,0,0,0,0,0,0,0,,0,32,488,15.25,2,TE,61,73,250,Missouri,109,78,17-10-1971,7,1995,10
1999,Chris Doering,26,Gainesville,FL,DEN,3,0,0,0,0,0,0,0,0,,0,3,22,7.33,0,WR,2,76,202,Florida,139,55,19-05-1973,6,1996,5
1999,Chris Miller,34,Pomona,CA,DEN,3,3,46,81,527,2,1,8,40,5,0,0,0,,0,QB,31,74,212,Oregon,143,47,09-08-1965,1,1987,8
1999,Derek Loville,31,San Francisco,CA,DEN,10,0,0,0,0,0,0,40,203,5.08,1,11,50,4.55,0,RB,31,70,203,Oregon,143,47,04-07-1968,0,0,7
1999,Desmond Clark,22,Bartow,FL,DEN,9,0,0,0,0,0,0,0,0,,0,1,5,5,0,TE,1,75,255,Wake Forest,86,96,20-04-1977,6,1999,4
1999,Detron Smith,25,Dallas,TX,DEN,16,0,0,0,0,0,0,1,7,7,0,4,23,5.75,0,RB,3,70,229,Texas A&M,107,79,25-02-1974,3,1996,2
1999,Dwayne Carswell,27,Jacksonville,FL,DEN,16,11,0,0,0,0,0,0,0,,0,24,201,8.38,2,TE,32,75,290,Liberty,#N/A,#N/A,18-01-1972,0,0,1
1999,Ed McCaffrey,31,Waynesboro,PA,DEN,15,15,0,0,0,0,0,0,0,,0,71,1018,14.34,7,WR,144,77,215,Stanford,101,81,17-08-1968,3,1991,8
1999,Howard Griffith,32,Chicago,IL,DEN,16,16,0,0,0,0,0,17,66,3.88,1,26,192,7.38,1,RB,38,73,230,Illinois,73,107,17-11-1967,9,1991,11
1999,Olandis Gary,24,Washington,DC,DEN,12,12,0,0,0,0,0,276,1159,4.2,7,21,159,7.57,0,RB,176,71,218,Marshall,107,80,18-05-1975,4,0,5
1999,Rod Smith,29,Texarkana,AR,DEN,15,15,0,1,0,0,0,0,0,,0,79,1020,12.91,4,WR,126,73,200,Missouri Southern,#N/A,#N/A,15-05-1970,0,0,5
1999,Shannon Sharpe,31,Chicago,IL,DEN,5,5,0,0,0,0,0,0,0,,0,23,224,9.74,0,TE,22,74,228,Savannah St.,#N/A,#N/A,26-06-1968,7,0,6
1999,Terrell Davis,27,San Diego,CA,DEN,4,4,0,0,0,0,0,67,211,3.15,2,3,26,8.67,0,RB,36,71,206,Long Beach St.,#N/A,#N/A,28-10-1972,6,0,10
1999,Travis McGriff,23,Gainesville,FL,DEN,14,0,0,0,0,0,0,0,0,,0,3,37,12.33,0,WR,4,68,185,Florida,139,55,24-06-1976,3,1999,6
1999,Brian Stablein,29,Erie,PA,DET,16,2,0,0,0,0,0,0,0,,0,11,119,10.82,1,WR,20,73,193,Ohio St.,138,41,14-04-1970,8,1993,4
1999,Brock Olivo,23,St. Louis,MO,DET,14,0,0,0,0,0,0,1,1,1,0,4,24,6,0,RB,3,73,226,Missouri,109,78,24-06-1976,0,0,6
1999,Charlie Batch,25,Homestead,PA,DET,11,10,151,270,1957,13,7,28,87,3.11,2,0,0,,0,QB,139,74,220,East. Michigan,43,132,05-12-1974,2,1998,12
1999,Cory Schlesinger,27,Columbus,NE,DET,16,11,0,0,0,0,0,43,124,2.88,0,21,151,7.19,1,RB,34,73,247,Nebraska,134,61,23-06-1972,6,1995,6
1999,David Sloan,27,Fresno,CA,DET,16,15,0,0,0,0,0,0,0,,0,47,591,12.57,4,TE,83,78,260,New Mexico,72,111,08-06-1972,3,1995,6
1999,Germane Crowell,23,Winston-Salem,NC,DET,16,15,0,0,0,0,0,5,38,7.6,0,81,1338,16.52,7,WR,182,75,213,Virginia,90,95,13-09-1976,2,1998,9
1999,Greg Hill,27,Dallas,TX,DET,14,8,0,0,0,0,0,144,542,3.76,2,13,77,5.92,0,RB,74,71,207,Texas A&M,107,79,23-02-1972,1,1994,2
1999,Gus Frerotte,28,Kittanning,PA,DET,9,6,175,288,2117,9,7,15,33,2.2,0,0,0,,0,QB,112,75,237,Tulsa,96,93,31-07-1971,7,1994,7
1999,Herman Moore,30,Danville,VA,DET,8,4,0,0,0,0,0,0,0,,0,16,197,12.31,2,WR,32,76,210,Virginia,90,95,20-10-1969,1,1991,10
1999,Johnnie Morton,28,Torrance,CA,DET,16,12,0,0,0,0,0,0,0,,0,80,1129,14.11,5,WR,143,73,190,USC,129,49,07-10-1971,1,1994,10
1999,Pete Chryplewicz,25,Detroit,MI,DET,11,1,0,0,0,0,0,0,0,,0,2,18,9,0,TE,2,77,253,Notre Dame,112,74,27-04-1974,5,1997,4
1999,Ron Rivers,28,Elizabeth,NJ,DET,7,6,0,0,0,0,0,82,295,3.6,0,22,173,7.86,1,RB,53,68,205,Fresno St.,121,74,13-11-1971,0,0,11
1999,Sedrick Irvin,21,Miami,FL,DET,14,0,0,0,0,0,0,36,133,3.69,4,25,233,9.32,0,RB,61,71,226,Miami Senior,#N/A,#N/A,30-03-1978,4,0,3
1999,Travis Reece,24,Detroit,MI,DET,4,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,75,252,Michigan St.,112,76,03-04-1975,0,0,4
1999,Walter Rasby,27,Washington,NC,DET,16,6,0,0,0,0,0,0,0,,0,3,19,6.33,1,TE,8,75,252,Wake Forest,86,96,07-09-1972,0,0,9
1999,Antonio Freeman,27,Baltimore,MD,GNB,16,16,0,0,0,0,0,1,-2,-2,0,74,1074,14.51,6,WR,143,73,198,Virginia Tech,147,50,27-05-1972,3,1995,5
1999,Bill Schroeder,28,Eau Claire,WI,GNB,16,16,0,0,0,0,0,0,0,,0,74,1051,14.2,5,WR,135,75,200,Wisc-LaCrosse,#N/A,#N/A,09-01-1971,6,0,1
1999,Brett Favre,30,Gulfport,MS,GNB,16,16,341,595,4091,22,23,28,142,5.07,0,0,0,,0,QB,222,74,225,Southern Miss,104,85,10-10-1969,2,1991,10
1999,Corey Bradford,24,Baton Rouge,LA,GNB,16,2,0,0,0,0,0,0,0,,0,37,637,17.22,5,WR,96,73,201,Jackson St.,#N/A,#N/A,08-12-1975,5,0,12
1999,De'Mond Parker,23,Tulsa,OK,GNB,11,0,0,0,0,0,0,36,184,5.11,2,4,15,3.75,0,RB,32,70,185,Oklahoma,160,39,24-12-1976,5,1999,12
1999,Donald Driver,24,Houston,TX,GNB,6,0,0,0,0,0,0,0,0,,0,3,31,10.33,1,WR,9,73,188,Alcorn St.,#N/A,#N/A,02-02-1975,7,0,2
1999,Dorsey Levens,29,Syracuse,NY,GNB,14,14,0,0,0,0,0,279,1034,3.71,9,71,573,8.07,1,RB,221,73,230,Notre Dame,112,74,21-05-1970,5,0,5
1999,Jahine Arnold,26,Rockville,CT,GNB,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,187,Fresno St.,121,74,19-06-1973,4,1996,6
1999,Jeff Thomason,30,San Diego,CA,GNB,14,2,0,0,0,0,0,0,0,,0,14,140,10,2,TE,26,77,255,Oregon,143,47,30-12-1969,0,0,12
1999,Keith Crawford,29,Palestine,TX,GNB,3,0,0,0,0,0,0,0,0,,0,1,14,14,0,WR,1,74,188,Howard Payne,#N/A,#N/A,21-11-1970,0,0,11
1999,Lamont Hall,25,Clover,SC,GNB,14,0,0,0,0,0,0,0,0,,0,3,33,11,0,TE,3,76,260,Clemson,123,68,16-11-1974,0,0,11
1999,Mark Chmura,30,Deerfield,MA,GNB,2,2,0,0,0,0,0,0,0,,0,5,55,11,0,TE,6,77,248,Boston Col.,116,74,22-02-1969,6,1992,2
1999,Matt Hasselbeck,24,Westwood,MA,GNB,16,0,3,10,41,1,0,6,15,2.5,0,0,0,,0,QB,7,76,223,Boston Col.,116,74,25-09-1975,6,1998,9
1999,Matt Snider,23,Des Moines,IA,GNB,8,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,74,240,Richmond,#N/A,#N/A,26-01-1976,0,0,1
1999,Tyrone Davis,27,Halifax,VA,GNB,16,13,0,0,0,0,0,0,0,,0,20,204,10.2,2,TE,32,76,240,Virginia,90,95,30-06-1972,4,0,6
1999,William Henderson,28,Richmond,VA,GNB,16,13,0,0,0,0,0,7,29,4.14,2,30,203,6.77,1,RB,41,73,249,North Carolina,70,97,19-02-1971,3,1995,2
1999,Bradford Banta,29,Baton Rouge,LA,IND,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,78,253,USC,129,49,14-12-1970,4,1994,12
1999,Chad Plummer,24,Delray Beach,FL,IND,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,75,223,Cincinnati,114,74,30-11-1975,6,1999,11
1999,Darick Holmes,28,Pasadena,CA,IND,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,73,226,Portland St.,#N/A,#N/A,01-07-1971,7,0,7
1999,E.G. Green,24,Fort Walton Beach,FL,IND,11,4,0,0,0,0,0,0,0,,0,21,287,13.67,0,WR,29,71,188,Florida St.,130,54,28-06-1975,3,1998,6
1999,Edgerrin James,21,Immokalee,FL,IND,16,16,0,0,0,0,0,369,1553,4.21,13,62,586,9.45,4,RB,316,73,214,Miami (FL),130,58,01-08-1978,1,1999,8
1999,Isaac Jones,24,Little Rock,AR,IND,1,1,0,0,0,0,0,0,0,,0,1,8,8,0,WR,1,73,190,Purdue,92,94,07-12-1975,0,0,12
1999,Jerome Pathon,24,Capetown,South,IND,10,2,0,0,0,0,0,0,0,,0,14,163,11.64,0,WR,16,73,195,Acadia (Canada),#N/A,#N/A,16-12-1975,2,0,12
1999,Keith Elias,27,Lacey Township,NJ,IND,14,0,0,0,0,0,0,13,28,2.15,0,4,16,4,0,RB,4,69,203,Princeton,#N/A,#N/A,03-02-1972,0,0,2
1999,Ken Dilger,28,Mariah Hill,IN,IND,15,15,0,0,0,0,0,0,0,,0,40,479,11.98,2,TE,60,77,250,Illinois,73,107,02-02-1971,2,1995,2
1999,Marcus Pollard,27,Valley,AL,IND,16,12,0,0,0,0,0,0,0,,0,34,374,11,4,TE,61,75,247,Bradley,#N/A,#N/A,08-02-1972,0,0,2
1999,Marvin Harrison,27,Philadelphia,PA,IND,16,16,0,0,0,0,0,1,4,4,0,115,1663,14.46,12,WR,241,73,175,Syracuse,81,101,25-08-1972,1,1996,8
1999,Paul Shields,23,Mesa,AZ,IND,13,3,0,0,0,0,0,0,0,,0,4,37,9.25,0,RB,4,73,238,Arizona,82,99,31-01-1976,0,0,1
1999,Peyton Manning,23,New Orleans,LA,IND,16,16,331,533,4135,26,15,35,73,2.09,2,0,0,,0,QB,261,77,230,Tennessee,113,75,24-03-1976,1,1998,3
1999,Scott Greene,27,Canandaigua,NY,IND,5,0,0,0,0,0,0,0,0,,0,1,4,4,0,RB,,71,240,Michigan St.,112,76,01-06-1972,6,1996,6
1999,Steve Walsh,33,St. Paul,MN,IND,16,0,7,13,47,0,2,0,0,,0,0,0,,0,QB,-2,75,207,Miami (FL),130,58,01-12-1966,1,0,12
1999,Terrence Wilkins,24,Washington,DC,IND,16,11,0,0,0,0,0,1,2,2,0,42,565,13.45,4,WR,81,70,180,Virginia,90,95,29-07-1975,0,0,7
1999,Alvis Whitted,25,Durham,NC,JAX,14,1,0,0,0,0,0,1,9,9,0,0,0,,0,WR,1,73,185,North Carolina St.,98,88,04-09-1974,7,1998,9
1999,Chris Howard,24,Kenner,LA,JAX,12,0,0,0,0,0,0,13,55,4.23,0,1,8,8,0,RB,6,70,223,Michigan,124,64,05-05-1975,5,1998,5
1999,Daimon Shelton,27,Duarte,CA,JAX,16,9,0,0,0,0,0,1,2,2,0,12,87,7.25,0,RB,9,73,262,Sacramento St.,#N/A,#N/A,15-09-1972,6,0,9
1999,Damon Jones,25,Evanston,IL,JAX,15,8,0,0,0,0,0,0,0,,0,19,221,11.63,4,TE,46,77,270,Michigan,124,64,18-09-1974,5,0,9
1999,Fred Taylor,23,Pahokee,FL,JAX,10,9,0,0,0,0,0,159,732,4.6,6,10,83,8.3,0,RB,118,73,234,Florida,139,55,27-01-1976,1,1998,1
1999,James Stewart,28,Morristown,TN,JAX,14,7,0,0,0,0,0,249,931,3.74,13,21,108,5.14,0,RB,182,73,224,Tennessee,113,75,27-12-1971,1,1995,12
1999,Jay Fiedler,28,Oceanside,NY,JAX,7,1,61,94,656,2,2,13,26,2,0,0,0,,0,QB,35,74,225,Dartmouth,#N/A,#N/A,29-12-1971,0,0,12
1999,Jimmy Smith,30,Detroit,MI,JAX,16,16,0,0,0,0,0,0,0,,0,116,1636,14.1,6,WR,202,73,213,Jackson St.,#N/A,#N/A,09-02-1969,2,0,2
1999,Keenan McCardell,29,Houston,TX,JAX,16,15,0,0,0,0,0,0,0,,0,78,891,11.42,5,WR,121,73,191,UNLV,57,123,06-01-1970,12,1991,1
1999,Kyle Brady,27,New Cumberland,PA,JAX,13,12,0,0,0,0,0,0,0,,0,32,346,10.81,1,TE,43,78,278,Penn St.,15,68,14-01-1972,1,1995,1
1999,Lenzie Jackson,22,Milpitas,CA,JAX,4,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,184,Arizona St.,101,86,17-06-1977,0,0,6
1999,Mark Brunell,29,Los Angeles,CA,JAX,15,15,259,441,3060,14,9,47,208,4.43,1,0,0,,0,QB,193,73,217,Washington,86,98,17-09-1970,5,1993,9
1999,Rich Griffith,30,Tucson,AZ,JAX,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,77,262,Arizona,82,99,31-07-1969,5,1993,7
1999,Stacey Mack,24,Orlando,FL,JAX,12,0,0,0,0,0,0,7,40,5.71,0,0,0,,0,RB,4,73,241,Temple,59,117,26-06-1975,0,0,6
1999,Tavian Banks,25,Davenport,IA,JAX,8,1,0,0,0,0,0,23,82,3.57,0,14,137,9.79,0,RB,22,69,203,Iowa,108,79,17-02-1974,4,1998,2
1999,Andre Rison,32,Flint,MI,KAN,15,14,0,0,0,0,0,0,0,,0,21,218,10.38,0,WR,22,73,188,Michigan St.,112,76,18-03-1967,1,1989,3
1999,Bam Morris,27,Cooper,TX,KAN,12,8,0,0,0,0,0,120,414,3.45,3,7,37,5.29,0,RB,63,73,244,Texas Tech,120,70,13-01-1972,3,1994,1
1999,Derrick Alexander,28,Detroit,MI,KAN,16,15,0,0,0,0,0,2,82,41,1,54,832,15.41,2,WR,109,74,195,Michigan,124,64,06-11-1971,1,1994,11
1999,Donnell Bennett,27,Fort Lauderdale,FL,KAN,15,1,0,0,0,0,0,161,627,3.89,8,10,41,4.1,0,RB,115,73,242,Miami (FL),130,58,14-09-1972,2,1994,9
1999,Elvis Grbac,29,Cleveland,OH,KAN,16,16,294,499,3389,22,15,19,10,0.53,0,0,0,,0,QB,195,77,232,Michigan,124,64,13-08-1970,8,1993,8
1999,Joe Horn,27,New Haven,CT,KAN,16,1,0,0,0,0,0,2,15,7.5,0,35,586,16.74,6,WR,96,73,206,Itawamba JC,#N/A,#N/A,16-01-1972,5,0,1
1999,Kevin Lockett,25,Tulsa,OK,KAN,16,1,0,0,0,0,0,0,0,,0,34,426,12.53,2,WR,55,73,186,Kansas St.,118,71,08-09-1974,2,1997,9
1999,Kimble Anders,33,Galveston,TX,KAN,2,2,0,0,0,0,0,32,181,5.66,0,2,14,7,0,RB,20,71,225,Houston,98,88,10-09-1966,0,0,9
1999,Larry Parker,23,Bakersfield,CA,KAN,10,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,205,USC,129,49,14-07-1976,4,1999,7
1999,Lonnie Johnson,28,Miami,FL,KAN,14,2,0,0,0,0,0,0,0,,0,10,98,9.8,1,TE,16,75,240,Florida St.,130,54,14-02-1971,2,1994,2
1999,Mike Cloud,24,Charleston,SC,KAN,11,0,0,0,0,0,0,35,128,3.66,0,3,25,8.33,0,RB,15,70,205,Boston Col.,116,74,01-07-1975,2,1999,7
1999,Mitch Jacoby,26,Port Washington,WI,KAN,5,0,0,0,0,0,0,0,0,,0,1,6,6,0,TE,1,76,260,Northern Illinois,119,69,08-12-1973,0,0,12
1999,Rashaan Shehee,24,Los Angeles,CA,KAN,9,5,0,0,0,0,0,65,238,3.66,1,18,136,7.56,0,RB,43,70,205,Washington,86,98,20-06-1975,3,1998,6
1999,Tony Gonzalez,23,Torrance,CA,KAN,15,15,0,0,0,0,0,0,0,,0,76,849,11.17,11,TE,151,77,251,California,90,94,27-02-1976,1,1997,2
1999,Tony Richardson,28,Frankfurt,Germany,KAN,16,16,0,0,0,0,0,84,387,4.61,1,24,141,5.88,0,RB,59,73,238,Auburn,130,61,17-12-1971,0,0,12
1999,Warren Moon,43,Los Angeles,CA,KAN,1,0,1,3,20,0,0,0,0,,0,0,0,,0,QB,1,75,218,Washington,86,98,18-11-1956,0,0,11
1999,Autry Denson,23,Davie,FL,MIA,6,1,0,0,0,0,0,28,98,3.5,0,4,28,7,0,RB,13,70,193,Notre Dame,112,74,08-12-1976,7,1999,12
1999,Cecil Collins,23,Fort Knox,KY,MIA,8,6,0,0,0,0,0,131,414,3.16,2,6,32,5.33,0,RB,57,70,207,LSU,146,48,19-11-1976,5,1999,11
1999,Damon Huard,26,Yakima,WA,MIA,16,5,125,216,1288,8,4,28,124,4.43,0,1,0,0,0,QB,88,75,215,Washington,86,98,09-07-1973,0,0,7
1999,Dan Marino,38,Pittsburgh,PA,MIA,11,11,204,369,2448,12,17,6,-6,-1,0,0,0,,0,QB,111,76,224,Pittsburgh,106,80,15-09-1961,1,1983,9
1999,Ed Perry,25,Richmond,VA,MIA,16,1,0,0,0,0,0,0,0,,0,3,8,2.67,1,TE,7,76,265,James Madison,#N/A,#N/A,01-09-1974,6,0,9
1999,Hunter Goodwin,27,Bellville,TX,MIA,15,5,0,0,0,0,0,0,0,,0,8,55,6.88,0,TE,6,77,268,Texas A&M-Kingsville,#N/A,#N/A,10-10-1972,4,1996,10
1999,J.J. Johnson,25,Mobile,AL,MIA,13,4,0,0,0,0,0,164,558,3.4,4,15,100,6.67,0,RB,90,73,230,Davidson,#N/A,#N/A,20-04-1974,2,0,4
1999,Kantroy Barber,26,Miami,FL,MIA,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,73,243,Colorado,78,108,04-10-1973,4,0,10
1999,Kevin McKenzie,24,Los Angeles,CA,MIA,1,0,0,0,0,0,0,0,0,,0,2,18,9,0,WR,2,69,187,Washington St.,75,106,20-09-1975,0,0,9
1999,Larry Shannon,24,Gainesville,FL,MIA,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,76,215,East Carolina,97,90,02-02-1975,3,1998,2
1999,O.J. McDuffie,30,Marion,OH,MIA,12,10,0,0,0,0,0,0,0,,0,43,516,12,2,WR,64,70,194,Penn St.,15,68,02-12-1969,1,1993,12
1999,Oronde Gadsden,28,Charleston,SC,MIA,16,7,0,0,0,0,0,0,0,,0,48,803,16.73,6,WR,116,74,215,Winston-Salem St.,#N/A,#N/A,20-08-1971,0,0,8
1999,Rob Konrad,23,Rochester,NY,MIA,15,9,0,0,0,0,0,9,16,1.78,0,34,251,7.38,1,RB,33,75,255,Syracuse,81,101,12-11-1976,2,1999,11
1999,Scott Zolak,32,Pittsburgh,PA,MIA,1,0,0,4,0,0,0,2,-2,-1,0,0,0,,0,QB,,77,230,Maryland,98,86,13-12-1967,4,1991,12
1999,Stanley Pritchett,26,Atlanta,GA,MIA,14,7,0,0,0,0,0,47,158,3.36,1,43,312,7.26,4,RB,77,74,250,South Carolina,110,76,22-12-1973,4,1996,12
1999,Tony Martin,34,Miami,FL,MIA,16,13,0,0,0,0,0,1,-6,-6,0,67,1037,15.48,5,WR,133,73,181,Bishop,#N/A,#N/A,05-09-1965,5,1989,9
1999,Troy Drayton,29,Harrisburg,PA,MIA,14,13,0,0,0,0,0,0,0,,0,32,299,9.34,1,TE,36,75,260,Penn St.,15,68,29-06-1970,2,1993,6
1999,Yatil Green,26,Gainesville,FL,MIA,8,1,0,0,0,0,0,0,0,,0,18,234,13,0,WR,23,74,205,Miami (FL),130,58,25-11-1973,1,1997,11
1999,Andrew Glover,32,New Orleans,LA,MIN,16,13,0,0,0,0,0,0,0,,0,28,327,11.68,1,TE,39,78,250,Grambling St.,#N/A,#N/A,12-08-1967,10,0,8
1999,Andrew Jordan,27,Charlotte,NC,MIN,11,1,0,0,0,0,0,0,0,,0,5,40,8,1,TE,10,78,260,West. Carolina,#N/A,#N/A,21-06-1972,6,0,6
1999,Carlester Crumpler,28,Greenville,NC,MIN,11,1,0,0,0,0,0,0,0,,0,2,35,17.5,1,TE,10,78,260,East Carolina,97,90,05-09-1971,7,1994,9
1999,Chris Walsh,31,Cleveland,OH,MIN,16,1,0,0,0,0,0,0,0,,0,2,24,12,1,WR,8,73,194,Stanford,101,81,12-12-1968,9,1992,12
1999,Cris Carter,34,Troy,OH,MIN,16,16,0,0,0,0,0,0,0,,0,90,1241,13.79,13,WR,202,75,202,Ohio St.,138,41,25-11-1965,4,0,11
1999,Daunte Culpepper,22,Ocala,FL,MIN,1,0,0,0,0,0,0,3,6,2,0,0,0,,0,QB,1,76,264,Central Florida,99,86,28-01-1977,1,1999,1
1999,Harold Morrow,26,Maplesville,AL,MIN,16,0,0,0,0,0,0,2,1,0.5,0,0,0,,0,RB,,71,232,Auburn,130,61,24-02-1973,0,0,2
1999,Jake Reed,32,Covington,GA,MIN,16,8,0,0,0,0,0,0,0,,0,44,643,14.61,2,WR,76,75,216,Grambling St.,#N/A,#N/A,28-09-1967,3,0,9
1999,Jeff George,32,Indianapolis,IN,MIN,12,10,191,329,2816,23,12,16,41,2.56,0,0,0,,0,QB,185,76,218,Purdue,92,94,08-12-1967,1,0,12
1999,Jim Kleinsasser,22,Carrington,ND,MIN,13,7,0,0,0,0,0,0,0,,0,6,13,2.17,0,RB,1,75,272,North Dakota,#N/A,#N/A,31-01-1977,2,0,1
1999,Leroy Hoard,31,New Orleans,LA,MIN,15,3,0,0,0,0,0,138,555,4.02,10,17,166,9.76,0,RB,134,71,225,Michigan,124,64,15-05-1968,2,1990,5
1999,Matthew Hatchette,25,Cleveland,OH,MIN,13,0,0,0,0,0,0,0,0,,0,9,180,20,2,WR,30,75,200,Mercyhurst,#N/A,#N/A,01-05-1974,7,1997,5
1999,Moe Williams,25,Columbus,GA,MIN,14,0,0,0,0,0,0,24,69,2.88,1,1,12,12,0,RB,14,73,205,Kentucky,71,110,26-07-1974,3,1996,7
1999,Randall Cunningham,36,Santa Barbara,CA,MIN,6,6,124,200,1475,8,9,10,58,5.8,0,0,0,,0,QB,79,76,212,UNLV,57,123,27-03-1963,2,1985,3
1999,Randy Moss,22,Rand,WV,MIN,16,16,1,1,27,1,0,4,43,10.75,0,80,1413,17.66,11,WR,217,76,215,Marshall,107,80,13-02-1977,1,1998,2
1999,Robert Smith,27,Euclid,OH,MIN,13,12,0,0,0,0,0,221,1015,4.59,2,24,166,6.92,0,RB,130,74,212,Ohio St.,138,41,04-03-1972,1,1993,3
1999,Aaron Craver,31,Los Angeles,CA,NOR,13,10,0,0,0,0,0,17,40,2.35,0,19,154,8.11,0,RB,19,73,218,Fresno St.,121,74,18-12-1968,3,1991,12
1999,Andre Hastings,29,Macon,GA,NOR,15,5,0,0,0,0,0,1,4,4,0,40,564,14.1,1,WR,63,73,190,Georgia,142,53,07-11-1970,3,1993,11
1999,Billy Joe Hobert,28,Puyallup,WA,NOR,9,7,85,159,970,6,6,12,47,3.92,1,0,0,,0,QB,62,75,230,Washington,86,98,08-01-1971,3,1993,1
1999,Billy Joe Tolliver,33,Dallas,TX,NOR,10,7,139,268,1916,7,16,26,142,5.46,3,0,0,,0,QB,111,73,217,Texas Tech,120,70,07-02-1966,2,1989,2
1999,Brett Bech,28,Slidell,LA,NOR,8,0,0,0,0,0,0,0,0,,0,4,65,16.25,1,WR,15,73,184,LSU,146,48,20-08-1971,0,0,8
1999,Cam Cleeland,24,Sedro-Woolley,WA,NOR,11,8,0,0,0,0,0,0,0,,0,26,325,12.5,1,TE,41,77,272,Washington,86,98,15-08-1975,2,1998,8
1999,Danny Wuerffel,25,Fort Walton Beach,FL,NOR,4,0,22,48,191,0,3,2,29,14.5,1,0,0,,0,QB,11,73,212,Florida,139,55,27-05-1974,4,1997,5
1999,Eddie Kennison,26,Lake Charles,LA,NOR,16,16,0,0,0,0,0,3,20,6.67,0,61,835,13.69,4,WR,112,73,201,LSU,146,48,20-01-1973,1,1996,1
1999,Jake Delhomme,24,Breaux Bridge,LA,NOR,2,2,42,76,521,3,5,11,72,6.55,2,0,0,,0,QB,42,74,215,La-Lafayette,74,104,10-01-1975,0,0,1
1999,Josh Wilcox,25,Eugene,OR,NOR,8,4,0,0,0,0,0,0,0,,0,6,61,10.17,0,TE,6,74,253,Oregon,143,47,05-06-1974,0,0,6
1999,Keith Poole,25,San Jose,CA,NOR,15,15,0,0,0,0,0,1,14,14,0,42,796,18.95,6,WR,117,73,188,Arizona St.,101,86,18-06-1974,4,1997,6
1999,Lamar Smith,29,Fort Wayne,IN,NOR,13,2,0,1,0,0,0,60,205,3.42,0,20,151,7.55,1,RB,42,71,230,Houston,98,88,29-11-1970,3,1994,11
1999,Lawrence Dawsey,32,Dothan,AL,NOR,10,0,0,0,0,0,0,0,0,,0,16,196,12.25,1,WR,26,73,192,Florida St.,130,54,16-11-1967,3,1991,11
1999,Marvin Powell,23,Los Angeles,CA,NOR,9,0,0,0,0,0,0,1,1,1,0,0,0,,0,RB,,74,235,USC,129,49,06-06-1976,0,0,6
1999,P.J. Franklin,22,Independence,LA,NOR,3,0,0,0,0,0,0,1,0,0,0,2,13,6.5,0,WR,1,70,180,Tulane,60,119,28-09-1977,0,0,9
